ID,CompanyName,ContactName,PhoneNumber,City,State,Status,CompetitorWebsite,Notes
465,The Roof Guy,Owner / Manager,+16157663489,Brentwood,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=The%20Roof%20Guy&query_place_id=ChIJeSC8FPF7ZIgRFBCy8UQiTq4
466,"Thunder Roofing, Inc.",Owner / Manager,+12146681123,Texas,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Thunder%20Roofing%2C%20Inc.&query_place_id=ChIJBeic692fToYRpoQDm2DnGpQ
467,Thunderstorm Roofing & Construction,Owner / Manager,+19724678417,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Thunderstorm%20Roofing%20%26%20Construction&query_place_id=ChIJ8ZyvlaGjToYR_r_lsspULV0
468,Tilat Roofing & Solar Contractor,Owner / Manager,+18336528252,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Tilat%20Roofing%20%26%20Solar%20Contractor&query_place_id=ChIJ__87dHC-QIYRS2uC5xA_tl8
469,TimeWise Roofing,Owner / Manager,+18329292481,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=TimeWise%20Roofing&query_place_id=ChIJj6hPv6c_WWIR3jj8NS7kapA
470,Titan Construction Group,Owner / Manager,+16159884092,Antioch,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Titan%20Construction%20Group&query_place_id=ChIJnT0PRPFtZIgR2Trjb3aJnYE
471,Tonys Roofing,Owner / Manager,+16155934636,Nashville,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Tonys%20Roofing&query_place_id=ChIJ00UxFraJZIgRSgPxz1JNsSQ
472,Top Tier Roofing,Owner / Manager,+12142259062,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Top%20Tier%20Roofing&query_place_id=ChIJzVZzwtWbToYRTbEzUoxTz4w
473,Top Tier Roofing Contractors,Owner / Manager,+19729929038,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Top%20Tier%20Roofing%20Contractors&query_place_id=ChIJAQBwJPsgTIYR5IC0PHpG9GA
474,Total Metal Products,Owner / Manager,+12143307453,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Total%20Metal%20Products&query_place_id=ChIJv5laAmeQToYRvj2io95Yv6E
475,Tower Roofing Inc.,Owner / Manager,+16153207663,Nashville,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Tower%20Roofing%20Inc.&query_place_id=ChIJAQAAANxmZIgRhN9Cu7sWSD8
476,Tracer Construction Company,Owner / Manager,+17138685500,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Tracer%20Construction%20Company&query_place_id=ChIJLUJIo1PCQIYR16Mt4Y7I9dU
477,Tri-Star Roofing,Owner / Manager,+18327220783,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Tri-Star%20Roofing&query_place_id=ChIJLUmCaD7IQIYREaeY6N-bHKc
478,Trinity Roofing And Home Improvement,Owner / Manager,+16157670882,Brentwood,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Trinity%20Roofing%20And%20Home%20Improvement&query_place_id=ChIJAQAwZid7ZIgR98eD12Wtr70
479,Tru Construction,Owner / Manager,+16159286222,Unknown,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Tru%20Construction&query_place_id=ChIJ5SWn9NtnZIgR-vvbzktR0WE
480,TrueGuard Roofing,Owner / Manager,+12202840294,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=TrueGuard%20Roofing&query_place_id=ChIJB211wD6_QIYRN_ihT40U1to
481,Trustar Roofing & Construction,Owner / Manager,+12147305466,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Trustar%20Roofing%20%26%20Construction&query_place_id=ChIJc3uuidohTIYREWqhNvQxe2U
482,Trustworthy Roofing & Remodeling LLC,Owner / Manager,+18328913276,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Trustworthy%20Roofing%20%26%20Remodeling%20LLC&query_place_id=ChIJcaI1SfUxKmUR5zOWtFHzp4Q
483,Turner Roofing and Solar Service,Owner / Manager,+12149386737,Texas,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Turner%20Roofing%20and%20Solar%20Service&query_place_id=ChIJs_vNo37FA04RY1SbPnlkiIw
484,Ultimax Xteriors,Owner / Manager,+18325742697,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Ultimax%20Xteriors&query_place_id=ChIJBwKD7LsFMCkRIVJLVqg1ZEo
485,Uncle Güero Home Improvement LLC,Owner / Manager,+12149463300,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Uncle%20G%C3%BCero%20Home%20Improvement%20LLC&query_place_id=ChIJw-hrZcmZToYR54NBUiNuIm8
486,United Roofing Consultants Inc.,Owner / Manager,+16158325099,Nashville,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=United%20Roofing%20Consultants%20Inc.&query_place_id=ChIJixx-B_VlZIgRBMWlm4zLp00
487,Unity Roofing & Exteriors,Owner / Manager,+12143804634,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Unity%20Roofing%20%26%20Exteriors&query_place_id=ChIJeWxKTfujToYR38oUmYD_d8Y
488,Universal Landscaping,Owner / Manager,+16154057001,Unknown,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Universal%20Landscaping&query_place_id=ChIJ20lulbBZgmkRgRSZXimd6IU
489,Universal roofing systems inc,Owner / Manager,+18325668447,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Universal%20roofing%20systems%20inc&query_place_id=ChIJdQBPZJTFQIYRw8aTE7LnLfs
490,Urban Properties,Owner / Manager,+16157502148,Nashville,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Urban%20Properties&query_place_id=ChIJGUt3TrxCZIgRY_OTuSHaoFw
491,UrbatrixBuildGroup,Owner / Manager,+18262497036,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=UrbatrixBuildGroup&query_place_id=ChIJ-bNgzEaXToYRFpdarEBVBBE
492,Valdivia Building Materials,Owner / Manager,+18322796931,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Valdivia%20Building%20Materials&query_place_id=ChIJ1z2L3kq8QIYRzGnomuRa2n8
493,Vargas Roofing Solutions,Owner / Manager,+12146173771,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Vargas%20Roofing%20Solutions&query_place_id=ChIJG3X2sS4hTIYR0gV1qMig_9k
494,Vasquez Roofing,Owner / Manager,+14693633960,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Vasquez%20Roofing&query_place_id=ChIJnwzNM3alToYRA_Qs8R7qsgg
495,Vasquez Surplus,Owner / Manager,+12149414282,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Vasquez%20Surplus&query_place_id=ChIJD-wiFO2ZToYRQqrKPbDCpG8
496,Vazquez Remodeling and Construction,Owner / Manager,+12144544975,Texas,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Vazquez%20Remodeling%20and%20Construction&query_place_id=ChIJCSWcVtmbToYRZtTna09Drio
497,Veranda Roofing System,Owner / Manager,+12146633940,Texas,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Veranda%20Roofing%20System&query_place_id=ChIJZyK5UaupIQYR4OnkSkPtmQY
498,Vested Roofing Services,Owner / Manager,+12143342954,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Vested%20Roofing%20Services&query_place_id=ChIJIYOWsGaXToYRZMfWdFE_JDA
499,Villela Construction Inc,Owner / Manager,+17136432719,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Villela%20Construction%20Inc&query_place_id=ChIJv-V-6eO9QIYR38qkddOGQ30
500,Wahidi Construction LLC,Owner / Manager,+16156095504,Nashville,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Wahidi%20Construction%20LLC&query_place_id=ChIJ__-TXTBvZIgRbfETx5UiS7c
501,Walter Velazquez Construction Co,Owner / Manager,+16159776117,Unknown,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Walter%20Velazquez%20Construction%20Co&query_place_id=ChIJVyeCAiANZIgR5xljrcZflNg
502,Warner Company,Owner / Manager,+12142077725,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Warner%20Company&query_place_id=ChIJpxOpHHogTIYRec8lNvMXTpk
503,Water Damage Restoration in Houston,Owner / Manager,+13466392120,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Water%20Damage%20Restoration%20in%20Houston&query_place_id=ChIJnVQjmUjHQIYRjrjyUeGia98
504,Weather Guard Roofing,Owner / Manager,+16154334001,Nashville,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Weather%20Guard%20Roofing&query_place_id=ChIJ-YMxnVdmZIgRr7Jm2XjXF9c
505,Weather Ready Roofing LLC,Owner / Manager,+16155062565,Unknown,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Weather%20Ready%20Roofing%20LLC&query_place_id=ChIJvRZJoA2hI4oR6Ud1y1VEqt8
506,Weber & Sons,Owner / Manager,+18322107060,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Weber%20%26%20Sons&query_place_id=ChIJZzFDeZ2lQIYR-SohRMg9XMw
507,Williams Brothers Roofing & Construction,Owner / Manager,+13468106917,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Williams%20Brothers%20Roofing%20%26%20Construction&query_place_id=ChIJFcDh0PzrQIYRICfbD2kM94s
508,Wisdom Construction Group,Owner / Manager,+18447663886,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Wisdom%20Construction%20Group&query_place_id=ChIJDVn3ZuWfToYRRLsJQnDi-B4
509,Workforce Roofing & Supply,Owner / Manager,+17302833296,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Workforce%20Roofing%20%26%20Supply&query_place_id=ChIJ2ZRL1dKVQIYR-ACNGQNN02c
510,Worldwide Contracting and Roofing,Owner / Manager,+12145043664,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Worldwide%20Contracting%20and%20Roofing&query_place_id=ChIJnyAHOTyaToYRTqPDH_0YZ6s
511,Wright Brothers Roofing,Owner / Manager,+19362097110,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Wright%20Brothers%20Roofing&query_place_id=ChIJs38C2f-_QIYRSJ22nrjFS-k
512,X-Factor Construction,Owner / Manager,+12142578941,Texas,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=X-Factor%20Construction&query_place_id=ChIJR29dMSniMCQR351YPILUJHw
513,Xtra roofing,Owner / Manager,+18324686504,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Xtra%20roofing&query_place_id=ChIJza4c8We5QIYRHibpvBiS-_g
514,Y A & S Roofing & Seamless Gutters,Owner / Manager,+18324530184,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Y%20A%20%26%20S%20Roofing%20%26%20Seamless%20Gutters&query_place_id=ChIJj4BjE0S7QIYRNGcA2_KRt6I
515,Y&C roofing and restoration,Owner / Manager,+18326653280,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Y%26C%20roofing%20and%20restoration&query_place_id=ChIJC53oOP3DQIYRId59yeHgtsk
516,Yep Construction,Owner / Manager,+16158388431,Nashville,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Yep%20Construction&query_place_id=ChIJc-vvMBpoZIgR5xealr-URvc
517,Younes Roofing,Owner / Manager,+12148100861,Dallas,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Younes%20Roofing&query_place_id=ChIJxQPvcvGXToYRoLaxCj0SlUs
518,Zip Roofing,Owner / Manager,+12142006008,Texas,USA,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=Zip%20Roofing&query_place_id=ChIJj-A5XUUhTIYRaAKm-l7kQ9M
519,e&m roofing,Owner / Manager,+18322154101,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=e%26m%20roofing&query_place_id=ChIJqTPR8LG5QIYRVITwe1VKCy0
520,llremodeling,Owner / Manager,+18322878584,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=llremodeling&query_place_id=ChIJK1CrV-7rQIYRz_qYMbFdchc
521,mannyroofingconstruction,Owner / Manager,+13467576215,Houston,Texas,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=mannyroofingconstruction&query_place_id=ChIJpWq_M33pQIYRQXOivOdjlD4
522,millenniumroofingtn,Owner / Manager,+16155256725,Nashville,Tennessee,Pending,,Google Maps URL: https://www.google.com/maps/search/?api=1&query=millenniumroofingtn&query_place_id=ChIJl079w1tmZIgRWe_LFIgHLfo
